label,class,channel1,channel1,channel1,channel1,channel1,channel1,channel2,channel2,channel2,channel2,channel2,channel2,channel3,channel3,channel3,channel3,channel3,channel3,channel4,channel4,channel4,channel4,channel4,channel4,channel5,channel5,channel5,channel5,channel5,channel5,channel6,channel6,channel6,channel6,channel6,channel6,channel7,channel7,channel7,channel7,channel7,channel7,channel8,channel8,channel8,channel8,channel8,channel8
7,3,-0.00089,0.00075,0.00023668532934476813,0.00046961519999999996,0.22576,0.00164,-0.00023,0.00015,5.165344377298061e-05,2.23665e-05,0.0482,0.00038,-0.00015,0.00014,4.183820508800883e-05,1.4673900000000002e-05,0.04155,0.00029,-0.00044,0.00041,0.0001388925799077462,0.0001617177,0.14231,0.0008500000000000001,-0.00128,0.00098,0.00030950285873219366,0.0008030245,0.30671,0.00226,-0.00042,0.00039,0.00010592632579524696,9.40605e-05,0.10454,0.00081,-0.00117,0.00121,0.00024036489617134638,0.00048433019999999995,0.21507,0.00238,-0.00123,0.00113,0.0003433992004290381,0.0009885485999999999,0.35916,0.00236
7,4,-0.00054,0.00031,5.501235177595216e-05,2.70042e-05,0.05145,0.0008500000000000001,-0.00049,0.0003,5.890488898581071e-05,3.0960900000000004e-05,0.06452000000000001,0.0007899999999999999,-0.00069,0.00078,0.00021173670687486715,0.0004000398,0.23839000000000002,0.00147,-0.00128,0.00127,0.0005220082729282094,0.0024314518,0.59292,0.00255,-0.00128,0.00127,0.00045288051633464763,0.0018301141000000001,0.5237,0.00255,-0.00039,0.00055,0.00010508552522488424,9.85364e-05,0.11214,0.0009400000000000001,-0.00034,0.0005,8.20474437908481e-05,6.0067699999999994e-05,0.08182,0.00084,-0.00012,0.00018,3.3874202810522894e-05,1.02388e-05,0.03894,0.00030000000000000003
7,5,-0.00074,0.00081,0.00022884609937664065,0.00044064570000000006,0.22757000000000002,0.00155,-0.00029,0.00024,7.216712307855123e-05,4.38209e-05,0.06960000000000001,0.00053,-0.00055,0.00039,0.0001161397771009282,0.00011349180000000002,0.11437,0.0009400000000000001,-0.00092,0.00085,0.00026213477881215005,0.000578165,0.27588999999999997,0.0017699999999999999,-0.00088,0.00081,0.00019362765465576363,0.00031545490000000004,0.19548000000000001,0.00169,-0.00013,0.00016,3.882897841832477e-05,1.2685700000000001e-05,0.03871,0.00029,-0.00013,0.00016,3.3304281770018794e-05,9.332600000000001e-06,0.0333,0.00029,-0.0009,0.00102,0.00023586828601571363,0.00046810319999999995,0.24452000000000002,0.00192
7,6,-0.00013,0.0001,2.673337345814267e-05,6.507100000000001e-06,0.03158,0.00023,-0.00027,9e-05,3.650235261313012e-05,1.2131700000000001e-05,0.04128999999999999,0.00036,-0.00023,0.00021,6.761245640704767e-05,4.1623e-05,0.08204,0.00044,-0.00106,0.00122,0.00031500482462767796,0.0009034713,0.39827,0.00228,-0.00128,0.00127,0.0005333599629540753,0.0025901253000000005,0.6634800000000001,0.00255,-0.00061,0.00071,0.00017526946383589396,0.0002797,0.21241,0.00132,-0.00068,0.00055,0.00015912083417392076,0.0002305335,0.19528000000000004,0.0012300000000000002,-0.00055,0.00048,7.953344182812702e-05,5.7594300000000005e-05,0.08621000000000001,0.00103
8,1,-6e-05,3e-05,1.4728001844874226e-05,1.4030000000000004e-06,0.009490000000000002,9e-05,-7e-05,4e-05,1.915984256458202e-05,2.3744e-06,0.012580000000000001,0.00010999999999999999,-0.00019,0.0001,3.2073277263314856e-05,6.6536e-06,0.02278,0.00029,-0.0002,0.00014,4.01591222767727e-05,1.04313e-05,0.02989,0.00034,-6e-05,5e-05,1.6956508812094185e-05,1.8597000000000006e-06,0.01093,0.00011,-4e-05,3e-05,1.486280278471056e-05,1.4288000000000004e-06,0.00817,7.000000000000001e-05,-5e-05,2e-05,1.3711963187177541e-05,1.2161000000000003e-06,0.008119999999999999,7.000000000000001e-05,-4e-05,2e-05,1.381027016941161e-05,1.2336000000000001e-06,0.00807,6.000000000000001e-05
8,2,-0.00128,0.00119,0.0003708072221824186,0.0008988244,0.31082,0.00247,-0.00077,0.00063,0.0001746015810362316,0.00019928509999999998,0.12941000000000003,0.0014,-0.00128,0.00127,0.000488128612768853,0.001557568,0.36914,0.00255,-0.00128,0.00127,0.0005590515690669747,0.0020430652000000002,0.44779,0.00255,-0.0011,0.00127,0.0003779050445973677,0.0009335635000000001,0.28738,0.00237,-0.00128,0.00127,0.0005140860262687265,0.0017276274,0.404,0.00255,-0.00128,0.00127,0.0006080651911863164,0.0024170118,0.51138,0.00255,-0.00102,0.00119,0.00031493906498724245,0.0006483829000000001,0.24952999999999997,0.00221
8,3,-0.00116,0.00112,0.00038487166652914265,0.0008797214999999999,0.26037999999999994,0.00228,-0.00064,0.00068,0.0001345494436505194,0.00010751700000000001,0.09353,0.00132,-0.00031,0.00034,9.759388518408392e-05,5.65664e-05,0.07105,0.00065,-0.00061,0.00069,0.0001635555849404513,0.0001588708,0.11431,0.0013,-0.00127,0.00127,0.0004187657559744244,0.0010414913,0.28173,0.00254,-0.00087,0.00121,0.0002793567467442061,0.00046348069999999997,0.19559,0.00208,-0.00106,0.00112,0.0003183138244830812,0.0006017614000000001,0.21341,0.0021799999999999996,-0.00128,0.00127,0.00040925469941274214,0.0009947196,0.29394000000000003,0.00255
8,4,-0.00051,0.00052,0.00013447246509696746,0.0001089853,0.08711,0.00103,-0.00083,0.0006,0.00022831642279201375,0.00031417779999999996,0.15053,0.0014299999999999998,-0.00115,0.00124,0.00037041730018107493,0.0008269585,0.25934999999999997,0.0023899999999999998,-0.00128,0.00127,0.0005906486297982329,0.0021026142,0.41134,0.00255,-0.00128,0.00127,0.0006566581432069453,0.0025988419,0.42684,0.00255,-0.00128,0.00123,0.00045971214689808233,0.0012737176,0.31739,0.00251,-0.00064,0.00078,0.00019718030582391362,0.00023433019999999997,0.1315,0.00142,-0.00041,0.00057,0.00011548162038073683,8.03761e-05,0.07529,0.00098
8,5,-0.00069,0.00051,0.00014212348890695845,0.0001259817,0.09545999999999999,0.0012000000000000001,-0.00091,0.00079,0.00021103028755871492,0.00027775719999999996,0.14967000000000003,0.0017000000000000001,-0.00119,0.00123,0.0003761560556826285,0.0008824942,0.25565000000000004,0.0024200000000000003,-0.00128,0.00127,0.0005456905226818714,0.0018572423000000002,0.39611,0.00255,-0.00128,0.00122,0.0004752733954102632,0.0014088435,0.33011,0.0025,-0.00081,0.00085,0.00024887958006710473,0.0003863263,0.1782,0.00166,-0.00042,0.00041,0.00010492452069220203,6.86641e-05,0.07385,0.00083,-0.00032,0.00024,6.542077763635109e-05,2.6693600000000005e-05,0.044340000000000004,0.0005600000000000001
8,6,-0.00081,0.00054,0.00015770630477890423,0.0001610664,0.11263000000000001,0.00135,-0.00036,0.00027,7.495314575159951e-05,3.6382e-05,0.05507,0.00063,-0.00034,0.00033,9.0486383893749e-05,5.30241e-05,0.06786,0.00067,-0.00074,0.00096,0.0002076793151994289,0.0002793144,0.14589,0.0017000000000000001,-0.00128,0.00127,0.0005001482485597322,0.0016199602,0.3373,0.00255,-0.00128,0.0012,0.00043289059952259727,0.0012135652999999999,0.31914,0.00248,-0.00094,0.00103,0.0003135911955470748,0.0006368462,0.22936,0.00197,-0.00128,0.00104,0.00041397331271982415,0.0011098174,0.30505000000000004,0.00232
9,1,-5e-05,3e-05,1.5195558027395659e-05,1.6355000000000005e-06,0.0103,8e-05,-0.00012,9e-05,3.2981198037259756e-05,7.7046e-06,0.027110000000000002,0.00021,-0.00012,8e-05,3.4018166244201794e-05,8.196700000000002e-06,0.03019,0.0002,-0.00012,9e-05,2.9694667196622973e-05,6.2456e-06,0.023940000000000003,0.00021,-7e-05,9e-05,2.029118815680517e-05,2.9163000000000004e-06,0.0157,0.00015999999999999999,-8e-05,0.00013,2.1824515421583255e-05,3.3737000000000004e-06,0.01543,0.00021,-4e-05,3e-05,1.4626991888715797e-05,1.5154000000000003e-06,0.00969,7.000000000000001e-05,-0.0001,0.00013,1.682642617483918e-05,2.0054000000000003e-06,0.01081,0.00023
9,2,-0.00119,0.00109,0.00028351958083419035,0.00048382739999999996,0.21892,0.00228,-0.0002,0.00026,6.111482986129437e-05,2.2481100000000004e-05,0.044789999999999996,0.00046,-0.00024,0.00019,6.099291955018305e-05,2.23915e-05,0.04847,0.00043000000000000004,-0.00058,0.00073,0.00017219028216280927,0.00017846030000000002,0.12519,0.00131,-0.00041,0.00053,0.00012146500100651662,8.880280000000001e-05,0.09184,0.00094,-0.00054,0.00058,0.00012801408482898859,9.8637e-05,0.09886,0.00112,-0.00097,0.00094,0.00023148185919864579,0.0003225212,0.16993,0.00191,-0.00051,0.00061,0.00011803754742352508,8.386190000000001e-05,0.09064,0.00112
9,3,-0.00096,0.00091,0.0002832928048719583,0.0004685276,0.18763,0.0018700000000000001,-0.00107,0.00085,0.0002984424854053018,0.0005199785,0.19633,0.0019199999999999998,-0.00024,0.00017,6.0436490409959104e-05,2.13237e-05,0.0395,0.00041,-0.00015,0.00014,4.182358256921919e-05,1.02119e-05,0.027760000000000003,0.00029,-0.00022,0.00023,5.247603410636815e-05,1.60763e-05,0.033490000000000006,0.00045,-0.00033,0.00029,7.278886293934564e-05,3.093099999999999e-05,0.046369999999999995,0.00062,-0.0005,0.00061,0.0001414552661661601,0.000116816,0.09022,0.0011099999999999999,-0.00121,0.00127,0.0004215412429730152,0.0010373952,0.27879,0.00248
9,4,-0.00024,0.00023,6.12937615729065e-05,2.1700000000000002e-05,0.04019,0.00047000000000000004,-0.00029,0.00029,8.193777197638673e-05,3.87789e-05,0.05348000000000001,0.00058,-0.00037,0.00039,0.00011477508717974995,7.60891e-05,0.07989,0.00076,-0.00116,0.00123,0.0003386592637931342,0.00066245,0.22073999999999996,0.0023899999999999998,-0.00128,0.00127,0.0005170757156416982,0.0015443135,0.37623000000000006,0.00255,-0.00122,0.00121,0.0003368995890506477,0.0006555837,0.2292,0.00243,-0.00055,0.00037,0.0001132223653551733,7.40443e-05,0.07497000000000001,0.00092,-0.00035,0.00041,8.22616804595075e-05,3.90861e-05,0.055260000000000004,0.00076
9,5,-0.00066,0.00063,0.00013600923643890595,0.000111916,0.09237000000000001,0.00129,-0.00052,0.00029,8.946794060832224e-05,4.84273e-05,0.05979,0.00081,-0.00024,0.00022,7.109416407335654e-05,3.0579e-05,0.053000000000000005,0.00046,-0.00078,0.00079,0.0001906362119043908,0.00021987009999999997,0.12847,0.00157,-0.00082,0.00074,0.00024291055388780828,0.0003569835,0.17961,0.00156,-0.00037,0.00031,8.935804107147992e-05,4.83084e-05,0.0626,0.00068,-0.00013,0.00013,3.856560365304846e-05,8.998200000000001e-06,0.02653,0.00026,-0.00023,0.00026,4.908905720412796e-05,1.45789e-05,0.02987,0.00049
9,6,-0.00055,0.00064,0.00013091713273714412,0.00011095980000000001,0.09494,0.00119,-0.00028,0.00053,6.351679847568357e-05,2.6118600000000004e-05,0.049,0.00081,-0.00015,0.00013,4.353331862022082e-05,1.2269200000000001e-05,0.03472,0.00028,-0.00019,0.00027,6.224794711464557e-05,2.5085500000000002e-05,0.04916000000000001,0.00046,-0.0006,0.00086,0.00017268205393619135,0.0001930488,0.14018,0.00146,-0.00113,0.00124,0.00040003782258623107,0.0010360359,0.33099,0.0023699999999999997,-0.00053,0.0006,0.00014806208777074647,0.0001419255,0.11207,0.00113,-0.00128,0.00127,0.0003860399136774801,0.0009647996000000001,0.29669,0.00255
10,1,-9e-05,4e-05,1.7910701772163567e-05,2.4669e-06,0.0157,0.00013000000000000002,-0.00013,7e-05,2.7822818562644952e-05,5.9529e-06,0.026240000000000003,0.00019999999999999998,-0.00019,8e-05,3.575709119701012e-05,9.8322e-06,0.03659,0.00027,-0.00036,0.00077,6.039305586206887e-05,2.80479e-05,0.05425000000000001,0.00113,-0.00015,0.00026,3.3699120006415175e-05,8.733000000000001e-06,0.02826,0.00041,-5e-05,6e-05,1.71575731003659e-05,2.2638000000000002e-06,0.013330000000000002,0.00011,-4e-05,3e-05,1.3693657468933226e-05,1.4420000000000003e-06,0.010320000000000001,7.000000000000001e-05,-5e-05,3e-05,1.4551822107832629e-05,1.6284000000000004e-06,0.01175,8e-05
10,2,-0.00088,0.00097,0.00020945955923471317,0.0002882915,0.19162,0.00185,-0.00024,0.00023,6.681494442152924e-05,2.9334500000000002e-05,0.06061,0.00047000000000000004,-0.00035,0.00027,9.48097599396837e-05,5.9066e-05,0.08714,0.00062,-0.00125,0.00127,0.00039830973724139793,0.0010424934,0.36877,0.00252,-0.00063,0.00071,0.0001801757288267645,0.00021331629999999998,0.1609,0.00134,-0.00128,0.00123,0.0003585419797461634,0.0008447175,0.32319000000000003,0.00251,-0.00128,0.00127,0.0005364123680342606,0.0018907279,0.49924,0.00255,-0.00078,0.00093,0.0001810375665916476,0.0002153619,0.17720000000000002,0.0017100000000000001
10,3,-0.00089,0.00107,0.00017544141713937792,0.00020111449999999997,0.12911,0.00196,-0.00032,0.00028,5.010823913307508e-05,1.6405799999999998e-05,0.03628,0.0006000000000000001,-0.00029,0.00014,4.521604093821909e-05,1.33587e-05,0.037989999999999996,0.00043,-0.0005,0.00073,0.00010763641766765236,7.57003e-05,0.08422,0.00123,-0.00051,0.00076,0.00016265940122870513,0.0001728771,0.14042,0.00127,-0.00105,0.00088,0.000257242357013404,0.00043237850000000003,0.23218,0.0019299999999999999,-0.00039,0.00065,9.709217328525432e-05,6.15953e-05,0.08193,0.00104,-0.00068,0.00034,5.749156523753654e-05,2.1596700000000003e-05,0.04802,0.00102
10,4,-0.00023,0.00027,7.248329437426378e-05,3.5547400000000005e-05,0.06866,0.0005,-0.00041,0.00054,0.00011671386092724783,9.216730000000001e-05,0.11074,0.00095,-0.00061,0.00086,0.00020215503163037744,0.00027650380000000005,0.18901,0.00147,-0.00128,0.00125,0.0004804924529476371,0.0015620867,0.44267,0.00253,-0.00128,0.00127,0.0006426881774299451,0.0027946834,0.5992,0.00255,-0.00124,0.00127,0.00046712268866608406,0.0014763656,0.43629999999999997,0.00251,-0.00049,0.00062,0.00016604656046539606,0.0001865485,0.15800000000000003,0.0011099999999999999,-0.00086,0.00106,0.00013059087166091942,0.0001153872,0.10596,0.0019199999999999998
10,5,-0.00109,0.00084,0.00019724411731242736,0.0002590311,0.15155000000000002,0.00193,-0.00039,0.00027,7.717858183163033e-05,3.96586e-05,0.0638,0.00066,-0.00044,0.00046,0.00012770338915738682,0.0001085797,0.1031,0.0009,-0.00111,0.00117,0.00034723974869821486,0.0008027913000000001,0.28986999999999996,0.00228,-0.00124,0.00117,0.00037949637382598357,0.0009588685,0.29291,0.00241,-0.00044,0.00064,0.0001283063766309741,0.0001096075,0.10253999999999999,0.00108,-0.00017,0.00015,4.934323846016091e-05,1.62106e-05,0.0391,0.00031999999999999997,-0.00026,0.00014,5.226170367843759e-05,1.8184900000000003e-05,0.04007000000000001,0.00039999999999999996
10,6,-0.00041,0.00015,3.889999274178529e-05,1.0584900000000001e-05,0.03364,0.00056,-0.00014,9e-05,3.3361579645245974e-05,7.7854e-06,0.031030000000000005,0.00023,-0.0002,0.00012,4.338599465044517e-05,1.3167000000000001e-05,0.04062,0.00032,-0.00043,0.00035,8.61239029648638e-05,5.18842e-05,0.07546000000000001,0.00078,-0.00085,0.00095,0.00026627394837376925,0.0004959582,0.23332,0.0018,-0.00099,0.00106,0.00030252360064836407,0.0006401861,0.2692,0.0020499999999999997,-0.00042,0.00039,0.00010309069409022977,7.43407e-05,0.0947,0.00081,-0.00089,0.00105,0.0002652792236042082,0.0004922596,0.21617000000000003,0.0019399999999999999
11,1,-5e-05,3e-05,1.3171164504788363e-05,1.3207000000000003e-06,0.01008,8e-05,-7e-05,4e-05,1.794806934525579e-05,2.4524000000000004e-06,0.014660000000000001,0.00010999999999999999,-0.00017,8e-05,3.300466274690518e-05,8.2929e-06,0.030850000000000002,0.00025,-0.00031,0.00025,7.04437903404593e-05,3.7778200000000004e-05,0.06548000000000001,0.00056,-0.00062,0.00049,0.00011431053637291209,9.94783e-05,0.09258,0.0011099999999999999,-7e-05,9e-05,1.8698630318240998e-05,2.6618000000000005e-06,0.015210000000000001,0.00015999999999999999,-5e-05,2e-05,1.419266576301533e-05,1.5335000000000002e-06,0.01031,7.000000000000001e-05,-4e-05,3e-05,1.363376018518302e-05,1.4151000000000004e-06,0.009430000000000001,7.000000000000001e-05
11,2,-0.00128,0.00127,0.00044364600661257487,0.0014314848,0.37171000000000004,0.00255,-0.00036,0.00021,7.633283368704293e-05,4.23776e-05,0.06691,0.00057,-0.00091,0.0009,0.00018612130038581797,0.00025194499999999995,0.16576999999999997,0.00181,-0.00128,0.00127,0.0005164384132461453,0.0019397719,0.45087,0.00255,-0.00128,0.00127,0.00036820464377878605,0.0009860345,0.32363,0.00255,-0.00082,0.00114,0.00027417403427833627,0.0005467216,0.24092999999999998,0.00196,-0.00128,0.00127,0.0004719085902858659,0.0016196805,0.45030000000000003,0.00255,-0.00059,0.00067,0.00017156729342999405,0.0002140832,0.16072999999999998,0.00126
11,3,-0.00125,0.00119,0.00030805264670040114,0.0006677862,0.25634999999999997,0.0024400000000000003,-0.00128,0.00127,0.0004426969325715821,0.0013791152999999999,0.37573,0.00255,-0.0004,0.00027,8.840662382099542e-05,5.49993e-05,0.06983,0.00067,-0.0002,0.00026,6.475552783875503e-05,2.9508100000000003e-05,0.05797,0.00046,-0.00104,0.00112,0.00035136682704941483,0.0008687785,0.30843,0.0021599999999999996,-0.00128,0.00127,0.00046136937742985435,0.0014979078,0.39726000000000006,0.00255,-0.00084,0.00091,0.00019644586090904398,0.0002715647,0.16346,0.00175,-0.00128,0.00127,0.0005606049053330489,0.0022115733,0.46684000000000003,0.00255
11,4,-0.00034,0.00029,7.33582809055443e-05,3.84127e-05,0.07014999999999999,0.00063,-0.00041,0.00046,8.392956592873053e-05,5.0281299999999996e-05,0.08032,0.00087,-0.001,0.00105,0.0001975163452489816,0.00027847269999999995,0.18978,0.0020499999999999997,-0.00128,0.00127,0.0005148277560315735,0.0018919099,0.51411,0.00255,-0.00128,0.00127,0.000700383585811192,0.0035014543000000003,0.66995,0.00255,-0.00128,0.00127,0.0004990143970373513,0.0017774717,0.46138999999999997,0.00255,-0.00038,0.00049,0.0001250352149891845,0.0001115941,0.11381,0.00087,-0.00023,0.00025,7.05040293624868e-05,3.54817e-05,0.06444000000000001,0.00048
11,5,-0.00107,0.001,0.00029066928537608904,0.0005953913999999999,0.23565999999999998,0.00207,-0.00128,0.00127,0.0005271427382024925,0.0019582166000000002,0.45477,0.00255,-0.00092,0.00072,0.00018944142010971505,0.0002529031,0.15924,0.00164,-0.00128,0.00127,0.000449430682229973,0.001423409,0.39138,0.00255,-0.00128,0.00127,0.000497429564280673,0.0017436827000000001,0.43798000000000004,0.00255,-0.00073,0.00108,0.00020274657294145224,0.0002896752,0.17634,0.00181,-0.00029,0.00035,8.867390989469439e-05,5.5411e-05,0.07857,0.0006399999999999999,-0.00029,0.00021,6.132749338254744e-05,2.6504200000000003e-05,0.05292,0.0005
11,6,-0.00051,0.00056,0.00010881332311989671,7.88685e-05,0.08608,0.00107,-0.00023,0.00018,5.30953034133708e-05,1.8778100000000002e-05,0.04846,0.00041,-0.00021,0.00026,6.255914481200747e-05,2.6068799999999997e-05,0.05745,0.00047,-0.00035,0.00046,0.00010538745436819029,7.39805e-05,0.0927,0.00081,-0.00128,0.00127,0.00047229395755715123,0.0014858132,0.40498,0.00255,-0.00128,0.00127,0.0006523416644674143,0.0028345862,0.5611900000000001,0.00255,-0.00101,0.00085,0.0002581106214958775,0.00044376309999999994,0.21851,0.00186,-0.00128,0.00127,0.0005219011100326944,0.0018143283,0.43262,0.00255
12,1,-4e-05,3e-05,1.3904991550894134e-05,1.3343000000000005e-06,0.00884,7.000000000000001e-05,-5e-05,4e-05,1.576756615930428e-05,1.7157000000000004e-06,0.01059,9e-05,-7e-05,5e-05,1.996083689174675e-05,2.7496000000000007e-06,0.013250000000000001,0.00011999999999999999,-0.00018,0.00013,2.99385933871946e-05,6.1855e-06,0.01978,0.00031,-5e-05,0.00014,1.8325021278810296e-05,2.3174e-06,0.01282,0.00018999999999999998,-4e-05,3e-05,1.4305645731061843e-05,1.4123000000000004e-06,0.00935,7.000000000000001e-05,-4e-05,3e-05,1.3155849107682185e-05,1.1944000000000004e-06,0.008110000000000001,7.000000000000001e-05,-4e-05,2e-05,1.3395438128075604e-05,1.2383000000000005e-06,0.00803,6.000000000000001e-05
12,2,-0.00025,0.00021,6.552664317357517e-05,2.97041e-05,0.055580000000000004,0.00046,-0.00048,0.00032,9.709676923629327e-05,6.52214e-05,0.08445,0.0008,-0.00044,0.00036,9.319014436435547e-05,6.0078700000000005e-05,0.08166999999999999,0.0008,-0.00105,0.00092,0.0002721543350302242,0.0005124023,0.23337000000000002,0.00197,-0.00039,0.0003,9.893667102870034e-05,6.77166e-05,0.08612,0.00069,-0.00016,0.00015,5.114587519333043e-05,1.80968e-05,0.04309,0.00031,-0.00056,0.00073,0.00017359159435447618,0.0002084673,0.1513,0.00129,-0.00031,0.00021,6.834875618336249e-05,3.2317800000000004e-05,0.05346,0.0005200000000000001
12,3,-0.00069,0.00061,0.00017168952360877224,0.00021665809999999998,0.13502000000000003,0.0013,-0.00048,0.00024,8.952748219416903e-05,5.89115e-05,0.07441,0.00072,-0.00011,9e-05,3.397478056273185e-05,8.484e-06,0.02859,0.0002,-0.0001,0.00012,3.252398382439608e-05,7.774899999999999e-06,0.027530000000000002,0.00022,-0.00032,0.00054,8.900408918221957e-05,5.82247e-05,0.07427,0.0008600000000000001,-0.00036,0.00048,0.0001128305574473395,9.357090000000001e-05,0.09567,0.00084,-0.0009,0.00061,0.00015379812724990603,0.0001738559,0.12534,0.00151,-0.00085,0.00079,0.0002543141236136632,0.0004753662,0.20126,0.00164
12,4,-0.00028,0.00047,7.071526703612976e-05,3.62147e-05,0.05902,0.00075,-0.0003,0.00025,6.415178510942474e-05,2.9804099999999998e-05,0.049370000000000004,0.0005499999999999999,-0.00048,0.00028,0.00011018362319426284,8.7921e-05,0.08839,0.00076,-0.00085,0.00104,0.0002719010066459454,0.0005354022,0.23318,0.0018899999999999998,-0.00128,0.00127,0.0004847418790576537,0.0017016866999999998,0.42779,0.00255,-0.00128,0.00123,0.00041360792230575886,0.0012388999,0.35192,0.00251,-0.00071,0.00075,0.00015372849312849613,0.0001711462,0.12238,0.00146,-0.0004,0.00047,8.503390489710143e-05,5.2365200000000005e-05,0.07042,0.00087
12,5,-0.0006,0.00034,0.00010159940051941357,7.80686e-05,0.07827,0.00094,-0.00112,0.00103,0.0002020301562983649,0.0003086928,0.14643,0.00215,-0.00055,0.0004,0.0001277807709572068,0.0001234881,0.10303,0.0009500000000000001,-0.00102,0.00083,0.0002611665618462236,0.0005158569,0.22129,0.00185,-0.00128,0.00127,0.000371584636576059,0.0010442623,0.30032000000000003,0.00255,-0.00059,0.00063,0.000187072833079449,0.0002646766,0.1643,0.0012200000000000002,-0.00022,0.00032,6.836853258276738e-05,3.535140000000001e-05,0.061520000000000005,0.00054,-0.00018,0.00014,4.4124282063493106e-05,1.4724800000000002e-05,0.0402,0.00031999999999999997
12,6,-0.00036,0.00054,0.0001334673571856341,0.0001339756,0.10439000000000001,0.0009,-9e-05,6e-05,2.5746403184869643e-05,4.985500000000001e-06,0.020300000000000002,0.00015000000000000001,-0.0001,9e-05,2.778533780028612e-05,5.806400000000001e-06,0.021560000000000003,0.00019,-0.00016,0.00023,4.8025638014100585e-05,1.73469e-05,0.04127,0.00039000000000000005,-0.0004,0.00063,0.00014074799703864298,0.000148991,0.11999,0.00103,-0.00088,0.00094,0.00028252974258430525,0.0006003492000000001,0.24425999999999998,0.00182,-0.0005,0.0003,9.360086640196216e-05,6.58924e-05,0.07716,0.0007999999999999999,-0.00064,0.00052,0.00014364525140161355,0.000155188,0.12129999999999999,0.00116
13,1,-8e-05,4e-05,1.5030675546017653e-05,2.3053000000000006e-06,0.016980000000000002,0.00012000000000000002,-9e-05,5e-05,2.2480227821024285e-05,5.156699999999999e-06,0.028679999999999997,0.00014000000000000001,-0.00021,0.00013,4.395203811262078e-05,1.97119e-05,0.05875000000000001,0.00034,-0.00023,0.00025,7.024345857905701e-05,5.0348e-05,0.09562000000000001,0.00048,-0.00038,0.00053,0.00010050855593310548,0.0001030805,0.14061,0.00091,-7e-05,8e-05,2.054886804784652e-05,4.3087e-06,0.025410000000000005,0.00015000000000000001,-5e-05,3e-05,1.3854044011633959e-05,1.958500000000001e-06,0.014650000000000002,8e-05,-7e-05,4e-05,1.4196774717776614e-05,2.0566000000000004e-06,0.014310000000000002,0.00010999999999999999
13,2,-0.00096,0.00085,0.0002086948264031301,0.00037686869999999995,0.24884,0.00181,-0.00045,0.00032,0.00010411358908140139,9.37954e-05,0.11083000000000001,0.0007700000000000001,-0.00128,0.00096,0.0003248133103533301,0.0009129234000000001,0.33768,0.0022400000000000002,-0.00123,0.00127,0.00039254436467584463,0.0013333500999999999,0.4309,0.0025,-0.0007,0.00097,0.00023725572875582233,0.00048707979999999996,0.26157,0.00167,-0.00127,0.00127,0.0004225191766535685,0.0015447547999999998,0.47599,0.00254,-0.00088,0.00115,0.0003203921453107739,0.0008882402000000001,0.3648,0.00203,-0.00128,0.00127,0.0004347517227584774,0.0016354954000000002,0.53313,0.00255
13,3,-0.00116,0.00117,0.0003412374050897605,0.0012458233,0.48065,0.00233,-0.00033,0.00022,6.272453824394101e-05,4.209380000000001e-05,0.08762,0.00055,-0.00018,0.00021,5.6214259709369584e-05,3.38093e-05,0.08014,0.00039000000000000005,-0.00069,0.00078,0.0002011603409109166,0.0004329402,0.28615,0.00147,-0.00108,0.00119,0.0003655898902424151,0.0014299852000000002,0.50973,0.0022700000000000003,-0.00059,0.00078,0.00014750290892368115,0.0002327793,0.20771,0.0013700000000000001,-0.0008,0.00085,0.00021591113558363248,0.0004987619,0.28702,0.00165,-0.00128,0.00127,0.00040281054152977336,0.0017359805,0.56304,0.00255
13,4,-0.0002,0.0002,5.867061165073649e-05,3.77304e-05,0.07554,0.0004,-0.0003,0.00031,9.200198131168979e-05,9.27779e-05,0.12142000000000001,0.00061,-0.00073,0.00066,0.00018472112984827842,0.00037401009999999996,0.24405,0.00139,-0.00127,0.00127,0.00042303025135205307,0.0019615213,0.5797300000000001,0.00254,-0.00128,0.00127,0.0005546739224946405,0.0033722959,0.74076,0.00255,-0.00117,0.00127,0.0003644514520074766,0.0014558932999999999,0.50305,0.0024400000000000003,-0.0003,0.00033,0.00010475032331438182,0.000120271,0.13887,0.0006299999999999999,-0.00018,0.00024,5.868079598897638e-05,3.77435e-05,0.07574,0.00042
13,5,-0.00087,0.00067,0.00016637804452006706,0.0002952802,0.22106000000000003,0.0015400000000000001,-0.00062,0.00065,0.0001617472795190054,0.000279072,0.21759,0.0012699999999999999,-0.00126,0.00127,0.0003271600270852042,0.0011417283,0.44994999999999996,0.00253,-0.00128,0.00127,0.0005180239874739196,0.0028624772,0.70166,0.00255,-0.00128,0.00127,0.00034749464238107076,0.0012880672000000002,0.47431,0.00255,-0.00043,0.00067,0.00011763979196037303,0.0001476219,0.15805000000000002,0.0011,-0.0002,0.0003,6.3523166248461e-05,4.30434e-05,0.08670000000000001,0.0005,-0.00028,0.00031,7.033528029826623e-05,5.2770200000000005e-05,0.09506,0.00059
